,job_sub_time,job_id,int_num,req_cpu_core,req_mem_GB,req_gpu,req_bit_per_sec,int_runtime_sec
3209,537660.0,1cc194fa7389fdc912199f0a_worker,1.0,6.0,29.296875,1.0,23213629.106133804,41.0
3210,537819.0,f9f6a66cf52572fe21fdf034_PyTorchWorker,1.0,18.0,58.59375,1.0,235256241.6413128,66.0
3211,537847.0,90ada758437ee72fe6317ec0_tensorflow,1.0,6.0,29.296875,1.0,21289897.715449788,153.0
3212,537848.0,0b1d2c9a2c4eaf6067f63a5c_tensorflow,1.0,6.0,29.296875,1.0,22077745.96653669,163.0
3213,537930.0,b037cc8ab1c226f8c6ac930d_PyTorchWorker,1.0,18.0,58.59375,1.0,39584551.1623009,65.0
3214,537966.0,1dd1a80196f57bc66c071318_PyTorchWorker,1.0,18.0,58.59375,1.0,43914638.39096036,54.0
3215,537983.0,ed7c83fed5850c891b6cc64e_worker,1.0,6.0,2.0,0.25,13047994.62111401,303.0
3216,538017.0,364cc79bda60385ef415a65e_PyTorchWorker,1.0,18.0,58.59375,1.0,45313714.44042715,66.0
3217,538116.0,efb9fcb5ce5ca2e19bf3b9bd_PyTorchWorker,1.0,18.0,58.59375,1.0,79241663.86376734,63.0
3218,538175.0,b9bb3f3b4e8cb37c3e6f997d_worker,1.0,6.0,9.765625,0.1,57062856.11529484,4363.0
3219,538400.0,a37b38693883e409b459f644_tensorflow,1.0,6.0,29.296875,0.25,16606025.367747692,776.0
3220,538544.0,00971a21fb242fd62df730fb_tensorflow,1.0,6.0,29.296875,0.25,13968999.32096338,33.0
3221,538744.0,11dd85291d85f97a9456461e_PyTorchWorker,1.0,18.0,58.59375,1.0,78573187.78180134,58.0
3222,538776.0,f83e3fa005922161636410df_xComputeWorker,1.0,10.0,19.55078125,0.5,44967851.746050976,171.0
3223,538811.0,85208065effbb5e4312f74a9_tensorflow,1.0,6.0,29.296875,1.0,75950452.9427327,19289.0
3224,538969.0,a993cacca6a8538ae32dd37b_PyTorchWorker,1.0,4.0,5.859375,1.0,8231369.007711197,52.0
3225,538971.0,d69b627fe3c8eaf7d503ce25_PyTorchWorker,1.0,18.0,58.59375,1.0,91660066.5630214,63.0
3226,539373.0,4c2e968d8617b93dfe40e0d6_tensorflow,1.0,6.0,29.296875,0.25,22615212.35245495,480.0
3227,539415.0,df36230e21ffc5f122fec866_worker,25.0,6.0,2.0,0.25,32248653.24756753,3460.24
3228,539415.0,4f49d9954a64ce3e98d8d2c0_tensorflow,1.0,6.0,29.296875,1.0,18394159.23980865,1107.0
3229,539435.0,5f421372d81d996306491ec2_PyTorchWorker,1.0,18.0,58.59375,1.0,50600914.79809468,58.0
3230,539536.0,77936642be88646643324594_PyTorchWorker,1.0,18.0,58.59375,1.0,42436696.038626894,59.0
3231,539565.0,90ca93e02eab2a7163725c50_tensorflow,1.0,6.0,29.296875,1.0,11358562.226224773,21.0
3232,539678.0,e73f36b0531807de66915df7_evaluator,1.0,6.0,29.296875,0.25,45467757.46332204,121.0
3233,540012.0,3a38c59d6fd238f73697163b_PyTorchWorker,1.0,18.0,58.59375,1.0,34842927.55783171,58.0
3234,540097.0,1438d1ca04355bcefba138d1_PyTorchWorker,1.0,18.0,58.59375,1.0,46784660.77183958,66.0
3235,540237.0,ce54a8d019435ca6f7c353b0_worker,12.0,6.0,2.0,0.25,110789339.21276668,39472.833333333336
3236,540314.0,ade29a1671afe2f3c5d70ba5_evaluator,1.0,6.0,29.296875,0.25,63319849.14084606,121.0
3237,540471.0,1572014efdd22f1a97a73011_tensorflow,1.0,6.0,29.296875,1.0,14899436.976019263,322.0
3238,540639.0,db163b82f57eb05696fe388e_tensorflow,1.0,6.0,29.296875,1.0,20863974.00858457,1256.0
3239,540720.0,5c6b5fc2b5012d6acd1b2663_evaluator,1.0,6.0,29.296875,0.25,16050341.686062863,121.0
3240,540786.0,4bcb49fcad1af4bfbd21684f_PyTorchWorker,1.0,18.0,58.59375,1.0,166342945.69232532,68.0
3241,540798.0,fd6cae1256f411127ccf25ca_worker,1.0,32.0,19.53125,1.0,183812803.9554872,20387.0
3242,540799.0,bca76afb829d978081da8533_worker,1.0,32.0,19.53125,1.0,162132309.85850397,26244.0
3243,540801.0,15a35c47ddc18f75954ad8b2_worker,1.0,32.0,19.53125,1.0,202998559.7125372,26932.0
3244,540805.0,b546c4db70f2cf701e1bb090_worker,1.0,32.0,19.53125,1.0,114889205.08891498,25930.0
3245,540915.0,bc028fd477765d6fd164fdc2_PyTorchWorker,1.0,18.0,58.59375,1.0,32081673.2660824,61.0
3246,540941.0,2ce942b8ce458f40af372b36_PyTorchWorker,1.0,18.0,58.59375,1.0,41114887.9714953,57.0
3247,541049.0,acddbbc38813d92018a20c7f_tensorflow,1.0,6.0,29.296875,1.0,29105341.78015168,21.0
3248,541110.0,6020ed28ce9c037736fc400c_tensorflow,1.0,6.0,29.296875,1.0,30129109.44422977,183.0
3249,541259.0,4549043e72cac31bd1137148_PyTorchWorker,1.0,18.0,58.59375,1.0,67537698.43389149,61.0
3250,541412.0,8f5ee545953aed2f1bfa4658_PyTorchWorker,1.0,18.0,58.59375,1.0,45266998.12498977,54.0
3251,541538.0,c24091b3f62e92bd0cfbf0f0_PyTorchWorker,1.0,18.0,58.59375,1.0,74407201.42541653,69.0
3252,541673.0,af8434338eca0762a960796d_PyTorchWorker,1.0,18.0,58.59375,1.0,119027351.25153483,76.0
3253,541692.0,9c513d2c08604b0524ee6490_tensorflow,1.0,6.0,29.296875,1.0,23695633.465040278,171.0
3254,541768.0,beaeb1a721782c01a497f5ab_tensorflow,1.0,6.0,29.296875,1.0,35354011.11101511,889.0
3255,541791.0,10d2ebf5271fc225944209cd_PyTorchWorker,1.0,4.0,5.859375,1.0,11237157.93208529,195.0
3256,542079.0,897232c86e149eda6ca0dca5_worker,2.0,6.0,29.296875,0.5,9201909.311450727,109.0
3257,542249.0,f1cafca1f9f7d99c0f7ee4fe_worker,1.0,6.0,29.296875,1.0,15105242.16059335,404.0
3258,542335.0,3d87e0bebf0cc4d1c4f17d5d_PyTorchWorker,1.0,18.0,58.59375,1.0,55629069.58642092,60.0
3259,542343.0,fc14b42c62645ab0f880c8c6_PyTorchWorker,1.0,18.0,58.59375,1.0,134208379.28032364,73.0
3260,542511.0,3f82ff13c17d89a425f4f3bf_tensorflow,1.0,6.0,29.296875,0.25,82318475.39250053,114.0
3261,542553.0,3ccb7ad434eff5c53cb2f674_tensorflow,1.0,6.0,29.296875,1.0,18690688.45340216,132.0
3262,542567.0,4afcc3bf34ffec8b7fcbd9d9_PyTorchWorker,1.0,18.0,58.59375,1.0,112112097.77575137,57.0
3263,542744.0,1f486affa8238c93e549e04c_worker,1.0,6.0,29.296875,1.0,18205843.62718192,223.0
3264,543073.0,6e8b8fc3486ee0bcfab364f3_worker,5.0,6.0,29.296875,0.5,12801303.957830448,1380.0
3265,543206.0,28dcde193a9905cc0568a4f6_worker,1.0,6.0,29.296875,1.0,76970259.06390552,284.0
3266,543322.0,fc2af1437ccf0b0114cf693f_tensorflow,1.0,6.0,29.296875,1.0,23820648.071964044,63.0
3267,543450.0,153aeda37b4e90ada4f97ef0_tensorflow,1.0,6.0,29.296875,0.25,27982207.73952502,213.0
3268,543549.0,661a682a95cee5c946d761f5_worker,1.0,6.0,29.296875,1.0,14052881.983012509,284.0
3269,543726.0,57dae5d3f729d356896d88ea_worker,1.0,6.0,29.296875,1.0,12336785.850885317,23.0
3270,543738.0,e4777ccd0def74cfec16ab14_PyTorchWorker,1.0,18.0,58.59375,1.0,42177628.590314,22964.0
3271,543835.0,d9c3e736c465d7781096bf87_worker,1.0,2.0,1.953125,1.0,5276908.184614114,43.0
3272,543853.0,488599211293c346322716dd_tensorflow,1.0,6.0,29.296875,1.0,23936946.519746665,607.0
3273,543875.0,5afcb5d52aae63d3421a6330_worker,1.0,6.0,29.296875,1.0,48126815.51316009,253.0
3274,544009.0,5f2ee2dbec01f9405a45df3f_tensorflow,1.0,6.0,29.296875,0.5,29024666.91849547,8533.0
3275,544025.0,3d6764904f79b0b9136cf69f_worker,1.0,6.0,2.0,0.25,30340720.22760631,163.0
3276,544030.0,49194684e89547aff7d17d2a_worker,1.0,6.0,2.0,0.25,31258826.15007472,152.0
3277,544194.0,c463be360c56f62fed3abdf2_worker,1.0,6.0,29.296875,1.0,13715143.51829208,263.0
3278,544460.0,da48b7d252acf9037a7681fa_evaluator,1.0,6.0,29.296875,0.25,16088462.359494388,241.0
3279,544462.0,5437afade29348842ee5eb62_evaluator,1.0,6.0,29.296875,0.25,23949127.649865948,241.0
3280,544494.0,6dc2d05d052a47051b2933c2_worker,1.0,6.0,2.0,0.25,18934640.83608084,142.0
3281,544647.0,1ae82077108ad7e8f04818fc_TVMTuneMain,1.0,16.0,10.01953125,1.0,50048378.38270466,5416.0
3282,544698.0,649c17fff128e72e39134119_tensorflow,1.0,6.0,29.296875,1.0,13297688.039731642,23.0
3283,545073.0,7e4a60bbe04bbac4b566f7b0_worker,1.0,6.0,29.296875,0.5,76065748.4418397,325.0
3284,545092.0,07461a8ff22160f631cbab09_tensorflow,1.0,6.0,29.296875,1.0,16812907.271369282,163.0
3285,545142.0,8c9b2380d3f86d2bac75b2c0_tensorflow,1.0,6.0,29.296875,1.0,26448631.7425416,2678.0
3286,545156.0,36232a627e269294a60f64d4_tensorflow,1.0,6.0,29.296875,1.0,31682993.020390306,2658.0
3287,545179.0,4b84c38198f5c56384d2628c_worker,1.0,6.0,29.296875,1.0,6338059.350130727,234.0
3288,545279.0,1d87ca247aaf2b9e5ed7c6ab_worker,1.0,6.0,29.296875,0.25,42747509.41041043,606.0
3289,545472.0,e1eed43ad4835608a1078d95_tensorflow,1.0,6.0,29.296875,1.0,17208008.46344427,1430.0
3290,545579.0,c0a6e87c58f0af952630cc37_worker,1.0,6.0,29.296875,1.0,10400972.162217176,243.0
3291,545579.0,d76295619bb867b04b69d407_tensorflow,1.0,6.0,29.296875,1.0,25713257.77339009,1755.0
3292,545624.0,fbad02203b4a8fed5f43ac8c_worker,1.0,6.0,2.0,0.25,19336538.97130757,394.0
3293,545629.0,d4ba5c63cdb242bbb53e804d_tensorflow,1.0,6.0,29.296875,1.0,14944688.829147791,1936.0
3294,545646.0,ef1a73413d6162f90955e950_tensorflow,1.0,6.0,29.296875,1.0,50260959.40319759,1937.0
3295,545649.0,3d59f8a32e8057b2501122d1_tensorflow,1.0,6.0,29.296875,1.0,14272667.670845691,1409.0
3296,545739.0,52dab73a995303840533c968_evaluator,1.0,6.0,29.296875,0.25,13731753.66547656,361.0
3297,545830.0,e03ce1586bfdbc0af6d63b1c_worker,1.0,6.0,29.296875,1.0,10600532.742485266,233.0
3298,545980.0,d5b4b325d6d21a3d26370b84_PyTorchWorker,3.0,3.0,10.0,1.0,8212538.291571477,18.0
3299,546017.0,f62e4eb505c9e2630c8b2d20_worker,20.0,6.0,19.53125,0.2,25688921.64490125,3078.05
3300,546099.0,4a14e848673ec21bb3a4d000_tensorflow,1.0,6.0,29.296875,0.25,25889008.991804138,94.0
3301,546159.0,8ab00a69c3ecc0ebadedba52_worker,1.0,6.0,29.296875,1.0,8241554.434465299,234.0
3302,546183.0,96134018a41cd5a750f762b9_tensorflow,1.0,6.0,29.296875,1.0,21108106.81347101,73.0
3303,546398.0,8357ce6186a50510b33be173_tensorflow,1.0,6.0,29.296875,2.0,13427804.405020343,6096.0
3304,546469.0,1de5b62a785d6aaae22ef171_worker,1.0,6.0,29.296875,1.0,49972591.03809288,223.0
3305,546628.0,7ad5a06be5e586de914133e6_worker,16.0,0.5,29.296875,1.0,3003737.0191427786,73.625
3306,546857.0,519ac32035a1a708fee6e90e_tensorflow,1.0,6.0,29.296875,0.25,8196980.863898779,82.0
3307,546973.0,2d754b12557bf56ca68e307e_evaluator,1.0,6.0,29.296875,0.25,20457221.197180256,1134.0
3308,547042.0,af9b856e9ae897c0cc4faf8b_tensorflow,1.0,6.0,29.296875,0.1,24878215.11796209,4272.0
3309,547115.0,f40de4810937bad4095a2bfc_tensorflow,1.0,6.0,29.296875,2.0,33696657.33968723,887.0
3310,547124.0,ea9da730530ce249f290ee1f_worker,1.0,6.0,29.296875,1.0,14416763.375630297,213.0
3311,547490.0,333b4d2047d0d873dd0ea6da_tensorflow,1.0,6.0,29.296875,0.1,21510060.33576399,6189.0
3312,547598.0,2969518ecfc30456fc216ec5_tensorflow,1.0,6.0,29.296875,0.1,17614172.621387005,5472.0
3313,547606.0,0c73e1eac390bb4913fb917c_worker,80.0,1.0,9.765625,0.25,1980091.2791670857,78.475
3314,547772.0,69ab926652b30563f33f3986_worker,1.0,6.0,29.296875,1.0,25368826.317783177,213.0
3315,547779.0,f203267d09c0c3421b0bf0a1_worker,1.0,6.0,29.296875,1.0,16266098.7420664,213.0
3316,547854.0,a75679359d4981668752911c_tensorflow,1.0,6.0,29.296875,0.1,22189982.044787016,4340.0
3317,547870.0,bf27f93a59ad606618a52404_tensorflow,1.0,6.0,29.296875,1.0,35667041.50318323,1190.0
3318,547884.0,572bca509d3b6c40d04842ae_tensorflow,1.0,6.0,29.296875,1.0,20786938.09130192,153.0
3319,547921.0,bb73df245f14a6ca78bcb04d_tensorflow,1.0,6.0,29.296875,0.1,16095751.183898348,6569.0
3320,548090.0,1abb13865065b472e2a3af10_tensorflow,1.0,6.0,29.296875,0.1,35197712.2060764,5151.0
3321,548171.0,8ec675067ef3be34d2ccb953_tensorflow,1.0,12.0,29.296875,1.0,36176636.704804175,48036.0
3322,548316.0,c4ddc85e592f4a4002f427de_tensorflow,1.0,6.0,29.296875,1.0,23040372.80749677,12.0
3323,548351.0,7afcdd5852acd720cead3b0a_tensorflow,1.0,6.0,29.296875,0.25,11988274.09663906,33.0
3324,548376.0,b6f1cd1a8a9ab61d96de41d9_tensorflow,1.0,6.0,29.296875,0.1,70864172.34108941,2751.0
3325,548413.0,348bb7dee293cfe526d5689d_PyTorchWorker,1.0,18.0,58.59375,1.0,62232483.521060765,60.0
3326,548480.0,476c04e5e314c683df01ec3f_PyTorchWorker,1.0,18.0,58.59375,1.0,67481509.70624116,69.0
3327,548594.0,0803f8ac99189f602f129de3_PyTorchWorker,1.0,18.0,58.59375,1.0,65343649.66923256,69.0
3328,548668.0,e927b7693a0fdedc243d7dc3_tensorflow,1.0,6.0,29.296875,0.1,21173311.393418506,8873.0
3329,548687.0,b865ec4c6ebacc2dde03dcfb_tensorflow,1.0,6.0,29.296875,0.1,13473664.195297206,6297.0
3330,548699.0,41758ad84633c73eda51e798_PyTorchWorker,1.0,18.0,58.59375,1.0,74814303.52295026,60.0
3331,548726.0,b9fe7b5d8320d2550fd8bfc8_tensorflow,1.0,6.0,29.296875,0.1,8794690.323810127,4166.0
3332,549154.0,b7ac9e96ba9b9ac3fb269265_tensorflow,1.0,0.2,29.296875,0.1,773848.4453266775,12047.0
3333,549171.0,3dd9056e365dc8ec5762d9ce_tensorflow,1.0,0.2,29.296875,0.1,302304.76476207894,16446.0
3334,549184.0,0ac8dc0407f7283035f7f951_tensorflow,1.0,6.0,29.296875,0.1,17019199.04095625,3863.0
3335,549296.0,83a2f75f5515f84d45b75c86_tensorflow,1.0,6.0,29.296875,0.1,29204711.983321395,7042.0
3336,549460.0,b54e3402482ce45968f4148c_tensorflow,1.0,6.0,29.296875,0.5,10400601.070791049,1866.0
3337,549465.0,f28568896b094284bc070e4b_tensorflow,1.0,6.0,29.296875,0.5,36099946.55179518,2289.0
3338,549936.0,2c8d82752d9ddf822e281548_PyTorchWorker,20.0,18.0,58.59375,1.0,62450728.83501624,1100.45
3339,549948.0,eeb9e3b75a1cd084c160ea67_tensorflow,1.0,6.0,29.296875,0.1,26508707.0605296,7302.0
3340,550115.0,0b505ad820c64cef1c635abb_worker,12.0,6.0,2.0,0.25,12047761.376277668,13980.5
3341,550141.0,65c9c390347fa28dbedbdee5_PyTorchWorker,1.0,18.0,58.59375,1.0,35958982.06290137,3069.0
3342,550142.0,0f6fd31bbdc50f1532fd3715_PyTorchWorker,1.0,18.0,58.59375,1.0,48347689.90777666,2802.0
3343,550365.0,962f1155ad28a15f893300db_worker,12.0,6.0,2.0,0.25,32801943.88844245,15864.583333333336
3344,550448.0,3c602a95296d7d982868bc74_tensorflow,1.0,6.0,29.296875,1.0,37449665.11782925,24.0
3345,550504.0,dae5795d30741e69d81ed18e_PyTorchWorker,5.0,2.0,29.296875,1.0,24789214.214157555,3820.0
3346,550923.0,c385865954be762c522ce49c_worker,8.0,6.0,29.296875,1.0,27705408.80371962,134.875
3347,551285.0,ba1f4a0b6265d1f41da94e07_tensorflow,1.0,6.0,29.296875,1.0,13656867.804062763,3086.0
3348,551527.0,53906aa71d1d1e3c3f2dc3d8_tensorflow,1.0,6.0,29.296875,1.0,31917418.85017115,358.0
3349,551754.0,c3e6fdba712db35c5ff2c05e_TVMTuneMain,1.0,16.0,10.01953125,1.0,44033840.880928814,5063.0
3350,552442.0,ed256ea17bb49346fadaa1d9_tensorflow,1.0,6.0,29.296875,1.0,17683306.02351118,2395.0
3351,552578.0,dc7c1860c2d3b375667b39de_tensorflow,1.0,6.0,29.296875,1.0,27329896.433675177,62.0
3352,552949.0,d233d3514a6b63017febf23d_worker,50.0,4.0,9.765625,0.5,6295347.34616548,3577.04
3353,553219.0,549e44f1bdf207e813cba0c8_PyTorchWorker,1.0,18.0,58.59375,1.0,64453196.45558796,9439.0
3354,553222.0,3e91a95fa5a6c9b324d103e6_PyTorchWorker,1.0,18.0,58.59375,1.0,135629737.38052306,12264.0
3355,553249.0,2da6bdc5836eb6d009f54ff2_worker,40.0,1.0,19.53125,0.25,2437479.7543903543,4229.175
3356,553961.0,91b3c1f2d286d370255e09e9_tensorflow,1.0,6.0,29.296875,1.0,54532123.47131538,143916.0
3357,554056.0,00f16a97f12ba5389444c056_worker,8.0,6.0,29.296875,0.25,11493719.11252612,270.0
3358,554060.0,0ba9552d3495485c22aebc02_PyTorchWorker,1.0,18.0,58.59375,1.0,59357790.4340598,13.0
3359,554191.0,6a740aeec805fe0004c0e943_worker,1.0,6.0,29.296875,1.0,28304538.092294943,309.0
3360,554291.0,d65eb6be49861a0f06f9c3a1_tensorflow,1.0,6.0,29.296875,1.0,29951852.14133591,8353.0
3361,554357.0,85274a80935edcaa502efb4b_tensorflow,1.0,0.2,29.296875,0.1,592124.3368210535,22.0
3362,554379.0,e637e5445fdc69e86ffff9ee_tensorflow,1.0,0.2,29.296875,0.1,1257255.600541909,33.0
3363,554409.0,b74e2ea68788c315eafda0d3_tensorflow,1.0,0.2,29.296875,0.1,513011.40042931656,22.0
3364,554562.0,0bd50d35759041119607853d_evaluator,1.0,6.0,29.296875,0.25,17158496.93119165,602.0
3365,555478.0,e69f0dec76e02576d465cc83_worker,1.0,6.0,29.296875,1.0,15775099.942429429,21.0
3366,555595.0,5fee9f90ddd732cc8019b393_worker,1.0,20.0,78.125,0.5,86151790.86942269,394.0
3367,555656.0,f9789967c64a07fecc685c4a_tensorflow,1.0,1.0,29.296875,8.0,2636782.9679128146,13445.0
3368,555670.0,a32d6e96e85cbf3396fe4575_worker,1.0,20.0,78.125,0.5,31496399.929498546,415.0
3369,555779.0,6f3517b094dee8330889a19d_tensorflow,1.0,6.0,29.296875,1.0,70821392.22957374,31.0
3370,555912.0,c85caf4e43a64ed9791498bc_worker,2.0,2.0,29.296875,1.0,7997887.025237768,21.0
3371,556043.0,e0cd80a89fd933485ced73b1_worker,20.0,6.0,29.296875,1.0,10110569.630329885,6755.55
3372,556285.0,bb151389b9e30ba79c81f1d8_tensorflow,1.0,6.0,29.296875,1.0,20771680.052378908,510.0
3373,556356.0,05f994be9a231ea350a07544_PyTorchWorker,20.0,26.0,48.828125,1.0,125958450.8916956,8212.15
3374,556393.0,0a64985d63b8cb9633c0b9cd_worker,1.0,6.0,29.296875,1.0,28696515.99426805,21.0
3375,556473.0,59d33da6513d9cfcd9105196_worker,2.0,2.0,29.296875,1.0,5466591.242817359,21.0
3376,556626.0,498127041bbc568e903402ce_ps,1.0,6.0,29.296875,1.0,16406250.097659253,41.0
3377,556797.0,2d73919caab2515fb1c0d347_tensorflow,1.0,6.0,29.296875,0.25,16090708.189245837,95.0
3378,557137.0,784a0775bea76afa4171d5fe_tensorflow,1.0,6.0,29.296875,2.0,12221057.659279471,31.0
3379,557763.0,d49de6de0dbbf3863c15b48a_tensorflow,1.0,6.0,29.296875,1.0,19950097.41467946,51.0
3380,557897.0,fd2e5b475378d4e558cb1a2f_tensorflow,1.0,6.0,29.296875,1.0,19059492.1570678,31915.0
3381,558281.0,a77a13fca01c9533e3634f99_worker,16.0,6.0,29.296875,0.2,50044613.95836567,1181.75
3382,558581.0,b060a1821303003d3dacb9a7_tensorflow,1.0,6.0,29.296875,1.0,15847780.460868018,1195.0
3383,558738.0,053654f641c59f8cd3686e4e_tensorflow,1.0,6.0,29.296875,1.0,14387056.46422222,5056.0
3384,558854.0,4309036fb339cdc51d6291f8_tensorflow,1.0,6.0,29.296875,1.0,14079783.136940464,5788.0
3385,558866.0,f3279bcb72f0b4393cae6bdf_PyTorchWorker,1.0,18.0,58.59375,1.0,77831637.5692167,8161.0
3386,558873.0,ca526fa660c43ed3a132f0cf_tensorflow,1.0,6.0,29.296875,1.0,24108138.331002284,5888.0
3387,558942.0,a1caad3404f56b24248c3b22_PyTorchWorker,1.0,18.0,58.59375,1.0,42922196.71645565,219.0
3388,559001.0,cb008797ccecff55354225d4_worker,20.0,6.0,19.53125,0.25,21471957.02867233,241.3
3389,559070.0,afa9b0c965b3cfbb543307e8_TVMTuneMain,1.0,16.0,10.01953125,1.0,42324979.12601019,6326.0
3390,559530.0,2d3b10e73fc7ff38adfe8950_worker,1.0,6.0,2.0,0.25,18600621.99757101,72.0
3391,559591.0,f06e3baaa4ef8b302db698bf_worker,1.0,6.0,2.0,0.25,22131842.85770849,71.0
3392,559912.0,379e88da563571a6a8642fd0_tensorflow,1.0,6.0,29.296875,1.0,26872431.02213179,31.0
3393,560018.0,09a96d934743b884909a040a_tensorflow,1.0,6.0,29.296875,0.25,31907105.21613191,32.0
3394,560083.0,d123a08a511d1309a0ede54b_worker,8.0,12.0,97.65625,0.25,36549130.838225424,2615.25
3395,560139.0,2e89d80e5f7a7016737e4e0e_worker,1.0,6.0,2.0,0.25,10988198.728339909,81.0
3396,560596.0,d03edae8949511f8c0e7a4bc_worker,1.0,6.0,2.0,0.25,57170471.37971964,303.0
3397,561129.0,61066b9f4435d5ebdd927661_tensorflow,1.0,6.0,29.296875,0.25,14988184.22987971,73.0
3398,561297.0,af10ab93a55b716a87d6f98f_tensorflow,1.0,6.0,29.296875,1.0,6081183.396629548,21.0
3399,561468.0,f963f24b2f44348a037804a4_ps,1.0,6.0,29.296875,1.0,18347831.687789258,91.0
3400,561621.0,a733b579371dacccde3c438e_tensorflow,1.0,6.0,29.296875,1.0,26711205.140165973,21.0
3401,562425.0,962e7d765ffef14f9d0125ba_tensorflow,1.0,6.0,29.296875,4.0,17801225.268378638,12113.0
3402,562476.0,e73d04cf73a4652bfc8c299a_tensorflow,1.0,6.0,29.296875,0.25,13366550.75245034,285.0
3403,562677.0,6c743c489057c75a9ba05346_tensorflow,1.0,6.0,29.296875,0.25,18274038.15711725,8068.0
3404,562686.0,206d1857a7b50645ad213ccc_worker,1.0,32.0,19.53125,1.0,94780929.1766022,17073.0
3405,562719.0,1ebf2c4527278dc8a51eaa2d_worker,20.0,2.0,4.0,0.2,7147119.021086504,77.15
3406,562835.0,13ac8632e9e40a1b152827ae_worker,1.0,6.0,29.296875,0.1,10334052.650579344,969.0
3407,563068.0,e9a1b804956bb5a7294c512a_tensorflow,1.0,6.0,29.296875,1.0,28376338.974100437,11748.0
3408,563091.0,4267fdf2b81217aa766dbbdf_tensorflow,1.0,6.0,29.296875,1.0,15724337.731765153,756.0
3409,563106.0,d2f044d0455b4f325a5d0cbe_tensorflow,1.0,6.0,29.296875,1.0,18765773.28834567,172.0
3410,563248.0,e29a174f553b95968f9f108c_worker,1.0,32.0,19.53125,1.0,257301919.76118287,21839.0
3411,563252.0,50c0109ae6b5da3da021b740_tensorflow,1.0,6.0,29.296875,1.0,21968684.53610191,13.0
3412,563474.0,a73f4a1fe74cd1e8e6e62f87_tensorflow,1.0,6.0,29.296875,0.5,19955706.501679976,2651.0
3413,563505.0,72e5a455c4210ea560c85ee9_tensorflow,1.0,6.0,29.296875,0.5,41397124.88071353,2494.0
3414,563641.0,7fafb0690358923275f58bd9_tensorflow,1.0,6.0,29.296875,0.5,13586308.818025006,2824.0
3415,563660.0,5151afc750e21af8609115f8_tensorflow,1.0,6.0,29.296875,0.5,10763074.730112992,2537.0
3416,563780.0,42b28f5f1a174014141dd963_worker,1.0,16.0,29.296875,1.0,39031765.44854016,156.0
3417,563798.0,0a464ab0837f48e625b1c691_tensorflow,1.0,6.0,29.296875,0.25,31624714.566819068,162.0
3418,563805.0,59fa587e944daac8de04fb82_tensorflow,1.0,6.0,29.296875,0.25,39707112.09734299,145.0
3419,563867.0,ec0106da546dc64f0c6a2cf9_worker,1.0,32.0,19.53125,1.0,129578712.13284506,17142.0
3420,564336.0,5b1c4b8b22a0fce99413fdd6_tensorflow,1.0,6.0,29.296875,0.1,20458255.99277298,19520.0
3421,564404.0,39795520f3bf739d11a8b0ba_worker,10.0,6.0,19.53125,0.25,13512426.871160008,431.9
3422,564751.0,28c12a8586fb12808486e337_tensorflow,1.0,6.0,29.296875,0.1,25979979.966137502,20227.0
3423,564902.0,252cd0f67f1ba327f6211fcd_worker,50.0,6.0,19.53125,0.25,26804025.589241706,2876.02
3424,565088.0,c2ecb121edd22d478c8efaa7_tensorflow,1.0,0.2,29.296875,0.1,682752.8467048095,24305.0
3425,565216.0,f92ca60753034cf5984fd6e8_worker,1.0,32.0,19.53125,1.0,74249785.447752,22146.0
3426,565296.0,7eba70af3136653ec96f25d5_tensorflow,1.0,6.0,29.296875,0.25,42832072.26907596,1047.0
3427,565697.0,bc6bbefd96356676755d7c65_tensorflow,1.0,6.0,29.296875,0.1,27808326.665742368,17368.0
3428,565803.0,4748c982c7aa244cc55eaaca_tensorflow,1.0,6.0,29.296875,1.0,17669808.06136432,982.0
3429,566270.0,b7cde9fb9916f59de62c51d2_PyTorchWorker,1.0,18.0,58.59375,1.0,220314499.25696343,10219.0
3430,566306.0,842078ecdc50df2b2c791710_TVMTuneMain,1.0,16.0,10.01953125,1.0,69569806.2731721,5508.0
3431,566328.0,56dcda3885b95f748c27f540_TVMTuneMain,1.0,16.0,10.01953125,1.0,136778676.70398608,6447.0
3432,566350.0,9438c5c780a0f6dd5bab587c_TVMTuneMain,1.0,16.0,10.01953125,1.0,51383503.81019291,5265.0
3433,566468.0,73e701e66533975e5d99f504_worker,1.0,6.0,2.9296875,1.0,17179529.24609018,43.0
3434,566641.0,43ae4687d9bd2450214722d0_tensorflow,1.0,6.0,29.296875,1.0,22393993.08792661,53.0
3435,566702.0,7e490865c7d24c8885b5d2bb_worker,12.0,6.0,2.0,0.25,23605820.00103842,25472.91666666667
3436,567040.0,61bb257927bd82849728d15a_tensorflow,1.0,0.2,29.296875,0.1,635192.5965248168,4787.0
3437,567045.0,75ea230c9beb1b1b17d31d89_tensorflow,1.0,0.2,29.296875,0.1,480946.1897401791,3318.0
3438,567067.0,e5895420aaad45d51ab77d8d_tensorflow,1.0,0.2,29.296875,0.1,576476.0376316155,18722.0
3439,567140.0,950a3390cd08c6d943c3ff56_worker,5.0,6.0,19.53125,0.25,53423671.97611856,11331.0
3440,567880.0,fd154ff009fba31906c3ccaa_worker,1.0,32.0,19.53125,1.0,216982223.06112576,21625.0
3441,567889.0,6866ca2745452ba3beb3917b_worker,1.0,32.0,19.53125,1.0,221692957.39860407,25256.0
